name,review,rating
Bright Starts 2-in-1 Convert Me Activity Table and Gym,"This playground doesn't entertain my three months old daughter as much. I noticed she doesn't like the music. She is getting bored very fast, I'm ending up adding our own Lamaze toys so she plays with those. Also the sound pad for feet is not that sensative. She is always sliding from a small pillow that is included. I thought my baby would enjoy it much more",3
"Nuby Nibbler Food Vegetable, Colors May Vary","It's handle is to big & to heavyHandle is a MAJOR pain, My son is GAGGING himself with itHARD to open & closeNOT IMPRESSED, Wish I would have saved my $ & purchased the sassy version",2
Hand Held Scalp Head Massager - Set of Three ( Colors May Vary ),NUNCA LLEGO EL PRODUCTOAn inexpensive treat for yourself or a few friendsRelieves tension and stimulates sensitive nerves in scalp.Small enough to take with you anywhereProvides deep relaxation and helps reduce stressSet of three in assorted colors,1
Boppy Changing Pad Liners 3-Pack - White,these are SUCH a great idea - I have them layered on my change mat - and just take the top one off to wash when required... saved us SO many times from having to wash the WHOLE change mat.GENIUS!,5
"Planet Wise Reusable Diaper Pail Liner, Avocado",Ordered this item to use with my dry cloth diaper pail. I have been using a 13gallon trash can that I bought at target for the cloth diapers and was going through a lot of trash bags so I wanted to by a reusable trash bag and this item has been working perfectly. fits the trash can/diaper pail perfectly. Fits snug around the top and does not slip.,5
"Carters Keep Me Dry Burp Pads, Pink Circles, 3 Pack","Although these burp cloths look cute, please save your money.  They are small, scratchy and have a strange chemical odor that does not come out even after soaking and washing in Dreft multiple times.  Even my husband picked up on the odor, and he has a poor sense of smell.  He told me to throw them away.  You do not want your little one's face on these burp cloths.",1
Primo Viaggio SIP,We have been using this car seat for 6 weeks now and I wish I hadn't picked it out because of its name. It's not very comfy for him. I always have trouble opening the canopy without it comming off the back. The straps don't pull out easily and I always have a hard time with my sons arms. I don't have trouble getting it out/in the base. It's very light weight.,2
Octopus Pillow,"Really lovely toy - and larger than you'd expect from the pictures. Well made, sturdy, and perfect for baby hugs.",5
BOB Infant Car Seat Adapter for Graco Single Strollers,This was easy to install and works perfectly for the Graco Snugride 30 carseat.The seat clicks in to this frame much like it does on the Graco stroller.My daughter really enjoys being able to see me while we are out in our utility stroller.,5
Playskool Weebles Christmas 2-Pack Mr. and Mrs. Claus,"My daughter loves Weebles, so when I saw these I just had to have them, even if the price was a little steep. They are so cute! I can't wait to give them to her for Christmas! I know she'll be thrilled.",5
Kiddopotamus Elite Duomat 2 in 1 Car Seat Protector Mat,This was a great purchase.  It's substantial in size and texture.  It's alos multi-purpose as you can use if for forward and rear facing car seats because in comes in 2 parts.,5
Bottle Sling Color/Pattern: Blue Puppy,"This product seemed like a good idea, but I could not ever get my son's bottles to stay secured. We use the Playtex Ventaire bottles, which are angled, and no matter how I propped them, the bottle would not stay in the correct position. I does seem to work with regular bottles but unfortunately my son refuses to use anything else but the Ventaires. Though I wish I had been able to utilize this product, I at least was able to return it. And for those individuals who are making negative remarks about this product and the &#34;bad parents&#34; who refuse to hold our children while eating, I only ever tried to use this while parked in our van and my son was hungry or when he was being pushed around in his stroller while shopping. It wasn't feasible for me to twist around to his seat in our van and hold his bottle, nor is he big enough to hold it on his own. He also weighs 17 pounds at 5 months old so it's difficult to hold him and feed him while walking around in a store without my arms falling off. I imagine none of the negative commenters have children of their own, so maybe they should keep their opinions to themselves, especially since it doesn't pertain to this particular product.",4
"Munchkin Deluxe Dishwasher Basket, Colors May Vary","Great product but it only seems to fit the nipples and accessories for THEIR brand of bottles.  I chose two other brands (Dr. Browns and Born Free) and struggle to fit pieces into this caddy, especially the nipples.  Washes well and is well-made.",3
BABYBJ&Ouml;RN Navy Carrier,"Very comfortable and durable. I have washed it twice with only minimal fading.  When my daughter was cranky, I carried her in it and she would fall right asleep. I didn't use it as much as I thought because I prefered having her in the stroller or carrier in shopping cart when we went out because it gets too heavy for long periods of wear. You will use it much more when baby is small. I only used it around the house and now that she is 5 months she is way too heavy for me. For a person of larger stature, it would work great, though.I am only 5 ft tall, and it sizes nicely down to fit me. It does fit my husband (almost 6 ft and 175 lbs), but barely. If Daddy is going to wear it you'll probably need the XL straps.",4
"BRICA By-My-Side Safety Harness Backpack, Pink/Gray",This is a great backpack for my little one but the leash should have been attached a little further north so as to pull more evenly.,4
Cozy Car Seat Microfiber and Fleece Cover- Pink,"Great quality and great priced, looks great with the itzy ritzy Moroccan nights interior car seat cover. I get compliments on this set all the time! Most importantly, it keeps little one warm!",5
"Cloud b Twilight Constellation Night Light, Turtle",I have had this turtle for 4 years. My kid 4 year old and 1 year old love this. Depending on where you put it in the room it has a really nice effect of showing the stars and the moon on the ceiling in a dark room.,5
"Summer Infant Best View Handheld Color Video Monitor, Sliver/White","I really like this product when it is working.  I love having the video component to the monitor.  There are some problems with bad reception at times, but otherwise it works well - until it doesn't work.  I bought my first one a year ago (in December).  It lasted until April when it just stopped working.  Summer Infant sent me a replacement product, but the one I received was defective.  There was audio but it was so quiet that I had to hold it to my ear to hear if my child was making any noise.  I tried to make it work because I didn't want to complain again, but I had to use a second audio monitor so that I would hear it at night.  I called and they sent me a second replacement, which I received in June, and now the video has gone out.  Customer Service is not very friendly, but they have always replaced the product for me.  At this point I'm not sure if it's even worth getting another replacement.",1
"J.L. Childress Soft Hug First Aid Cool Pack, Brown",The material on teh bear is not soft its acrylic or something.At least i can use the icepack with a washcloth.,2
"Pickles Nummy Animal Snuggly Banky, Pink Bunny, 16 X 16&quot;","Love this lovey.  Very high quality and worth a bit more money because of that.  I have several of one kind for each of my kids (in case of losing one, and for backup when one needs to be washed)  They are holding up beautifully to LOTS of washing, no fading and the kids love them.  The eyes and nose are sewn in so there's nothing to pop off or be swallowed by little ones.  Highly recommend.",5
Snuza Hero Baby Movement Monitor,I absolutely love this!!! I have such peace of mind with my 2 month old now! I think that every single child should have one of these from birth to at least one year old! This is my new shower gift from now on! I can't explain enough how great these things are!!,5
"Graco SnugRide Click Connect 35 Car Seat, Tangerine",The tightening and loosening button right in front in underneath the fabric. So you have to either lift the front of the seat cover off of the car seat frame to get to it or put your finger down a slit in the fabric to blindly try and push it so you can loosen the straps. It's incredibly annoying.,3
"C.R. Gibson Bound Keepsake Memory Book of Baby's First 5 Years, Lulu",The book was just what my daughter wanted to write all the milestones for her new baby girl.  The book and the contents were just like it was pictured on the web site.  Many sites were on back order but received the book within 5 days.,5
"Jeep Adventure Jogging Stroller, Black","My stroller arrived with a flat tire.  Customer service informed me this is not a warranty item.  They would not cover it and basically told me to spend more money on fix a flat or a new tube.  I expect a $200 stroller to be in working order when I purchase it.  I'm very disappointed and wish I would have returned it.Update:My initial rating was one star due to poor customer service.  After many emails and more than a month, the company agreed to send me a new tire, unfortunately it was a front tire instead of the rear.  I purchased tire selant and the tire has not gone flat again.  My son and I have gone on several walks on gravel, he seemed comfortable in both the stroller and when we attached the infant carrier.  My biggest complaint about the stroller itself is how it collapses.  I cannot fold the stroller while holding my son.  I store the stroller in the garage so it isn't a big deal, but it would be a challenging if I needed to collapse after each use.",3
Lambs &amp; Ivy Slip Covered Chair in Teddy Bear Story,"This chair is very cute, but my 16 month old twins boys tip over very easily in it. They have both bumped their heads when the chair has tipped over on them. That said, they are only just learning how to sit properly and would much rather climb all over this chair. I think when they are a bit older the will be able to sit better and balance themselves. I really like that the slipcover unzips and comes off for easy cleaning. Other than the tipping aspect, I think this is a really cute and comfortable chair - not sure though if I will buy a second one so they can each have their own.",4
Down Under - Wood Shelf,"We got the accessories of this bedding set to decorate our son's room and it is just lovely.  The shelf itself is very secure and sturdy, it has his keepsake piggy bank and a picture on it, and holds the all of his coats!",5
"Mini Orchestra, Set of 4","I got this set for my child to play with and make sounds. She loved them right out of the box. 3 of the 4 make great sounds...the fourth one (which just has plates of plastic) doesn't make too much sound.  Compared to the other 3, it doesn't really do anything.  It's almost as if they ran out of ideas for the fourth one.  I do like that the they are Made in Israel (as opposed to China where everything seems to be made these days)",4
"Ju-Ju-Be B.F.F. Diaper Bag, Black/Silver",We love this bag.  Sis in law gave us one when our little one arrived.  Our friends envied the pockets and so many areas to put things!!!  We ordered for her!  Ju-Ju-Be is gonna be spread world wide with the AWESOME products and designs.,5
"Membranes for Medela Breastpumps, 16pc Value Pack, Suitable for Lactina, Swing, Pump in Style Pumps, Part # 87088",I ordered what is clearly listed as a 16 piece membrane kit (at the time that this is written) and was sent an 8 piece.  Amazon adjusted the price for me and will have the description changed.  Be wary until the description is changed.,1
Dr. Brown's Formula Mixing Pitcher,This has been such a life saver for me!  At first I wasn't sure about it but I got the hang of using it and found that different formulas require different lengths of mixing.  Overall a great product and so much easier than mixing one bottle at a time.,5
"Leachco Snoogle Loop Contoured Fit Body Pillow, Ivory",This was a nice pillow. It is thick and durable but I had to send it back because it was too long for my 5 foot frame.,3
Comfy Easy PC Play &amp; Learn Keyboard,"I have to say, the first time we played with this I thought it was going to be a dud and I was thinking I would send it back.  It's very simple and not much interaction to it.  But it turns out my 2 year old daughter loves it.  She gets a kick out of it and it's all she needs in a toy.(This is the Comfy PC and not the Elmo toy.)",4
"Bumkins Waterproof Superbib, Blue Fizz","The pocket catches everything. The fabric is easy to wash and durable. Air-dries fairly quickly compared to other bibs of this style that I've used. Occasionally I throw it in the washing machine instead of washing in the sink, and it holds up well (fabric doesn't become sticky or worn).",5
Zo-li Bot Straw Sippy Cup 6oz,Thus cup is perfect for my 7 month old.  The handles are easy for him to grip and he's able to drink out of the straw on his own.  The fact that it is weighted is a great feature.,5
Hooded Towel (Teal),"I received this towel for my baby shower and washed it before use with the other hooded towels I received. I had a pregnant woman meltdown when I opened the washer and there was teal lint ALL OVER everything! Ruined my other towels and the teal towel was full of pulls, pills, and no longer as soft.I still use it now that my little one has arrived. It is nice and thick and a decent size but be warned if you purchase...wash by itself a few times before washing with other things.",2
"Rhino Toys, 6&quot; Oball Football, (Colors/Styles Vary)","My son was six months old when I go this for him, and he loved it.  It's much easier to pick up than other balls because he can fit his little fingers into the holes.  He also likes to squish it and chew on it.",5
Munchkin Bobble Bee Suction Toy,"My baby loves the toys. She likes all of the different sounds and motions the bee makes.I think the suction is awful. I can apply it to the high chair and within minutes, the suction is gone and it is moving all over the tray. I even tried applying it with water but that didn't help either.The bee does not stay in the holder, either which is good and bad. It is good because my baby can take it out to play with but bad because she can drop it in the floor.",3
25 mm One-Piece Breastshield w/ Valve and Membrane for Medela Breast Pumps; Set of 2; Made by Maymom,"I bought these as a replacement for the shields, valves and membranes for my 2004 model Pump in Style Advanced breast pump. They work just as well as the original parts. I have been very happy with them.",5
"HALO SleepSack Plush Dot Velboa Wearable Blanket, Cream, Medium",Soft and warm. Warm enough just to have my baby wear just a onesie underneath and gives her the room to move around. It is a great way to let them sleep with a blanket and not have a risk with suffocation. Runs true to size or a little big with lots of leg room,5
PottyCover - Disposable toilet seat covers. (6 individually packaged seat covers in each bag.),"I have not found one other seat cover that will cover the front AND sides of the toilet as well as these will...period.  My daughter ALWAYS grabs under the lip of the toilet seat to hang on as well as gripping the front of the toilet with her legs tucked under her...at home it isn't an issue because I keep her toilet super clean, but in public...YUCK!  We all know many adult women ""hover"" over the toilet when they use public facilities, often times causing them to ""sprinkle"" everywhere, including down the front of the bowl and all over the floor...DOUBLE YUCK!!  This is NOT what I want on the back of my baby girls pants and undies.Sure, they are not perfect...they take a while to open in a hurry and for some, I guess they apparently slip a little, but the alternative to NOT using them is some strangers urine on my little girls hands and clothes....a no-brainer for me.  I lift my daughter and place her on top of the seat and I don't have problems with slippage.  Perhaps a smaller opening or a cut out flap in the seat like the paper covers provided in public restrooms would help, could help keep it from sliding I guess. Until they make a design change though, I would use the paper seat cover provided by most facilities and lay one over the opening of this one...a little more work, but worth the peace of mind these covers provide.  As far as difficulty opening them, I open them and refold them at home so when I need it, it isn't such a challenge.I give them 4 stars because of the reasons I provided, but I am here to buy more, so I obviously like them.",4
"BreathableBaby Breathable Mesh Crib Liner, White","When I was pregnant and shopping for the nursery, I was torn between what type of bumper to buy. One one hand I liked the softness of the Carter's brand bumper, but I liked the ""breathable"" bumper because my daughter was born in the beginning of summer and I wanted her to stay as cool as possible; so I bought the breathable bumper. When I put it on the crib, it looked very nice and while my daughter was little and imobile, it was very useful. As soon as she began to roll around, about 4 months, I would wake in the night to screams...her litttle arms and legs would get caught in the spacing of the crib, up and over the bumper! She would roll and turn while sleeping and apparently her limbs would lift over the bumper and the bumper would crumble under the light pressure of a babies arm. I have since bought the Carter's brand bumper and I am happy. It stands up to her limbs and no more limbs get caught. Great idea, but bumper needs work.",2
Munchkin: Fresh Food Feeder Colors vary,My baby absolutely loves this item but I think it's maybe for user friendly for the babies than it is for the parents. The things you put in it for the baby to eat are VERY hard to clean out of it when they're done.,3
Pearhead Baby Book Green,An absolutely beautiful baby book. My favorite part is the details on the pages and that it well constructed (not like other think books that can tear easily. I've actually ordered more as gifts and they are always a hit. I recommend this item highly.,5
"Baby Jogger City Mini GT Single Stroller, Shadow/Orange",Great a stroller! I did a ton of research and decided on the City Mini GT. It has met every expectation. This is the perfect all around stroller. I highly recommend it.,5
Fisher-Price Ocean Wonders Bath Center - Aquarium,"This tub is the worst infant tub I have ever used. When my daughter was a newborn the sling would keep her out of the water to where she would get cold easily. She also wasn't able to stay in the sling for more than a couple months because the tub has a plastic bar that would dig into her back. When I attempted to put her in the tub without the sling, leaning against the back of the tub, she would flop all over the place and the height of the lip of the tub came to just the right level for my three month old daughter to hit her head when she would try to sit up and then lay back again. I would not recommend this tub to anyone. It should be taken off the market. Don't waist your money.",1
The First Years Premium Single Electric Breast Pump,I bought this a s a gift for someone. They really appreciated it,5
Disney Phineas and Ferb Full Sheet Set,phineas ferb anytihng is ok with me my kids love the show and anything phineas and ferb!  it is soft and both my kids love it !,5
Gerber 2 Pack Cotton Knit Fitted Crib Sheets Yellow/White Jungle Design,"These sheets are fine.  They are on the thin side, but with a mattress cover and sheet protector it's really not a big deal.  They are reasonably priced and meet my expectations.  I bought them to fit my 5&#34; Davinci Crescent Mini Crib 50 Coil Mattress (as suggested by another reviewer.)  Because they are fitted sheets they wrap snugly around the min crib mattress despite being measured for a regular sized crib mattress.  The sheets are sized for a regular mattress but the elastic keeps them snug enough to fit my mini mattress safely.",4
Beaba Babypote - Reusable Kids Squeeze Pouch,Too easy to squirt on the floor.  Which is exactly what my son did.  What I like is its easy to clean (relative to other squeeze tubes).,2
"The First Years Babypro Quick Serve Bottle Warmer, Colors May Vary","I wasn't originally planning on using a bottle warmer...didn't think it was needed.  I was wrong! We were heating up tap water in a cup and placing the bottle in the cup to warm up...that took WAY TOO LONG!  I purchased this warmer because of it's size and the other online reviews I had read.  All you do is plug it in, fill the measuring cup to the desired level(you might have to do some trial and error here to get the right water amount) pour the water in and press the start button.  The great thing is it will automatically shut off when the heating process is finished.  I use Gerber bottles and it works well!  It works with ANY bottles though.  It's soooo easy to use!",4
"Car Seat Protector - Luxury Car Seat Protector Mat Will Instantly Keep Your Leather or Cloth Back Seat Clean From Scuffmarks Left By Your Kids Feet, Stains Or Spills - Custom Designed With a Super Anti-Slip Backing To Stop Your Baby's Car Seat From Slipping Which Makes Sure Your Baby is Safe at All Times - This Car Seat Protector Comes With a Lifetime NO-Hassle Free Replacement Guarantee!","Received the produce exactly as described.  The quality was excellent, good seams, perfect measurements.  I especially liked the small pockets on the foot rest - I didn't expect those - it was a nice surprise. Highly recommend the product and the seller.",5
Safety 1st High-Def Digital Video Monitor,"Ive been threw 3 video monitors and this one is by far the best one. The video has great quality, the sound works really good (no interference so far)the only bad thing is the screen is small, but worth having because it works so great. I love it! Great monitor and would recommend it to anyone. Don't waste your time on other monitors, try this one first:) oh and I am on my computer with the monitor on and I am not having any problems with wifi.",5
Boon Fluid -No-Spill Toddler Cup in Orange/Blue,"Yes, the lid is difficult to get off...but then again, the kid can't toss it on the floor and pop it off!!!  Peraps put a paper towel in your hand to protect your fingers while removing the lid...  It is great because it can't be unscrewed and dumped all over but a 23 month old!  I have had no leak issues either and my son has no problems getting liquid out of it!!!We really like the cup!!!And, it's BPA Free!!!",5
"BABYBJORN Soft Bib, Red","I have many of these for my two kids and I can not say enough about them. The first two I purchased nearly three years ago are just starting to wear out. They have been put in the dishwasher a minumum of once a day, every day. They catch almost all of the food that does not make it into my 2 year old and 10 month old's mouths. THEY ARE THE BEST!!",5
,"Sleepsacks rock in general, and this ""velboa"" or whatever material is the bomb. My son just loooooves this sleepsack because the material is so soft and cozy for cool nights. Once the sleepsack is on, my son lies there and kicks his legs in it and coos and smiles because he loves how it feels on his skin (we often put him in it wearing only a long-sleeved onesie, so his legs are touching the sleepsack). We have washed and dried it countless times and it is holding up great (though note that I generally use cold water and low dryer heat so maybe our stuff holds up better in general due to that).",5
"Safety 1st Splash Infant Bath Cushion, Blue","I purchased this to lay our newborn on in the infant bath tub. We used it for 5 months until he outgrew the tub and, therefore, stopped using this.  Through that time, it never molded or mildewed.  I like the temperature strip on the cushion and it was fairly accurate because we could gauge it against the actual floating toy thermometer we used as well.  The only thing I didn't like about the strip was that when I squeezed the sponge each night the strip started to get creases in it and then became hard to read.  It still read the temperature though even though it was bent in several locations.  You could be more careful to not squeeze this lower area like I did, or even roll it to prevent creasing the strip.",4
"Graco Contempo Highchair, Classic Pooh","This is a very functional highchair that has worked really well so far for my daughter. We visit my husband's grandparents regularly, and bringing this highchair along with us is so easy because of how small it becomes when folded.My only complaint is the fabric sides of the seat are floppy, and kind of hang in my daughter's lap when she sits in it. That doesn't seem to keep any stray food from escaping, but baby's are a messy business and I don't think any highchair can even remotely contain mess. The fact that it's so easy to clean pretty much negates this issue.My husband doesn't like that the tray rips his arm hair clean off when the insert is in place, but he simply takes it off if he's going to be the one to feed our daughter. The tray itself is easy to clean by hand.",4
"BreathableBaby Breathable Mesh Crib Liner, White",I ordered this with fingers crossed... and was so happy when it arrived and I saw it is taller than the standard 11 inch bumper. The manufacturer should list the measurements somewhere in the post... this product is worth the few extra dollars to avoid injury with slatted cribs. It is easy to install however it does slip down so I used some double sided tape (easily removed with goo-gone when I remove the bumper in a few months) at each corner to to keep it in place. The color is a brighter pink. The material is soft. My daughter hasn't gotten her leg stuck once since I installed this product! Thanks!,4
"Star Kids Play 'N Go Travel Tray, Green","We flew with our infant regularly, so I needed product(s) that would be compact and keep her entertained on the plane. Maybe it was just my daughter but she was not a fan...the zipper was fun...the clip was a little too much for her (and still is at 15 months)...it just did not seem like each little item was collectively age appropriate. My daughter could do the zipper at 8 months no problem and pull of all the little pieces...she could not do a button though or the clip...well now she is 15 months and can do the button with ease, not the clip and has no interest in the other pieces because she essentially outgrew them. The mirror is completely fuzzy and was since we purchased it, light does not even reflect from it very well. Not worth the price...there are so many better toys out there for travel!",2
The First Years Disney Pooh Soft Potty Seat,This seat is much better than the Dora seat we had previously (and donated to our daycare so our daughter would go there as well).  The Dora seat seemed to get dirty easily between the cushion and the handle piece and it had a &#34;splash guard&#34; that made getting on and off or having them bed over to wipe a pain - sometime literally.  This seat is great and has none of the issues we noted with our previous seat.,5
Child Airplane Travel Harness - Cares Safety Restraint System - The Only FAA Approved Child Flying Safety Device,"Our one-year-old is just too small to understand what is going on and struggles to free herself from this.  It's not really too large for her physically, but I think it works better for older kids.",4
BRICA Stay-On Window Shade,"I bought this shade because it looked cute, easy, and had pretty good reviews.  However, I couldn't, for the LIFE of me, get the thing to stick to my backseat window.  I cleaned the window, allowed ample time for the window to dry, followed the directions to a ""T"" and nope...won't stick.  Had my husband try as well, same story.Returned this shade and got the Brica Stretch-to-Fit Sun Shade and it took about 10 seconds to install and it covers a larger area of the window.  Love theBRICA Stretch-to-Fit ====> GOODBRICA Stay-On === > BAD",5
"babyletto Bowery Bassinet, Espresso","I bought this product becuase I loved the way it looked (color, style, size) and liked the idea of using it as a toy box after the baby outgrew it. Well I am very tall and so is my baby (was 21&#34;at birth) so this product I feel could have been a bit larger. You also have to put many pieces together to build it. One person can put it together but it is better suited for a two persons to help. The wood seems sturdy and it really looks nice but my baby's arms would get stuck in between the bars each time I put her in. She never slept one night in it. I gave it 3 stars because i do like the way it looks but practically with regard to usage and price (paid $100) it's not worth it.",3
"Gerber 4 Count Rolled Birdseye Prefold Diaper, Multi color","My product was open and incomplete, they were supposed to be 4 towels and they only came 3. Obviously disappointed.",3
Gund Baby 24&quot; Comfycozy Pippy Monkey Blanket,"it's a very soft blanket. it has silk on the bottom, which i don't really like because it slides around and doesn't stay where you put it. it's a good size for my baby and good for him to cuddle with when he gets older. overall i like it, it gets used everyday. glad it's washable. i've washed it and it came out like new. will be using this comfycozy blanket for a long time.",5
"Classic Connect Graco SnugRide Classic Connect Infant Car Seat Base, Silver",it was just what i order and it was the wright price good good good good good good good good,5
"Sassy Rattlin Rings, Blue/Black","Okay, so my son is 3 months old.  He doesn't &#34;play&#34; very much yet, even thought we own about a million baby toys.  This rattle, though, is perfect for him.  The colors call his attention, and he can grasp it no problem.  It goes right to his mouth once he grabs it, and he loves to gnaw on the polka-dotted ball.  I would not pay over $5 for this toy (it is pretty simple), but for a couple of bucks it is great.",4
"Fisher-Price 2-in-1 Projection Mobile, Precious Planet","Is perfect for my baby, the remote control is so usefull also when you are far form him, and the proyection on the roof is clear and perfect",5
Baby Fanatic University of Florida Light Switch Cover,We just redid our child's bedroom in a Gator's theme; this switch plate really finished it off nicely.  Go Gators!,5
Summer Infant Little Looster,"I bought this thinking I had finally found a step stool that my daughter would feel secure climbing. I was disappointed. The idea of it is fantastic, but the execution of the construction is not. Because it's a little on the thin side and hollow it wobbles slightly when standing on it. You wont fall off but my daughter doesn't feel secure because it is not a solid step. We still use ours because it was still the best and biggest one I found. But I wouldn't buy it again. If they can find a way to make it more solid it would be awesome.",3
Two Tone U Zip Backpack in Denier,"I purchased this backpack diaper bag when my daughter was 3 weeks old, she is 6 mo. now and we have really gotten great use out of this bag.  Having a backpack means I can tote everything and keep my hands free for taking care of the baby.  It's a classic black, not frilly or too utilitarian looking - it's a nice compromise.  My husband doesn't mind carrying it and neither do I!  It's well balanced and has padded straps, so it's comfortable when you need to carry it on long walking days - like touring Washington D.C. or spending a day on walking trails in a national park.  It balances very nicely to have the diaper bag on my back and the baby in the front carrier.  It's been great for travel by plane or car and wonderful for an entire day ""out"".The bag can hold quite a bit.  I'm not sure that I've ever filled it really.  In the main compartment I often put 1-2 outfits, 3-5 diapers, wipes, changing pad(it came with one), 2 baby books, a rattle, a teddy bear, a receiving blanket, a bib and a burp cloth and there is still room left even if I add the digital camera and its battery and card case.  If I don't take the bear I can put my small purse in the top so all my stuff is together and easily removed instead of spread out in the diaper bag's pockets.  There is a plastic dirty duds bag attatched to the inside and there are 3 mesh pockets on the inside.  They are intended for bottles, but I use them to hold medicine, nail clippers, lotion, sunblock and anything else that is either small and easily lost or needs to remain upright.  I just stick her bottle in the main compartment and let it fend for itself since I don't mix it until she's ready to eat.  There is an elastic pocket on each side of the bag that will hold a bottle or a sizeable water bottle (I stick my Nalgene bottle in there)or any number of other things.  Someitmes I put my cell phone and 2-3 pacifiers and a pen and keys in one of the side pockets.  There is a zipper compartment on the lid that I use for my checkbook, calendar, ID, mints, chapstick and trial size hand lotion.  The front pocket velcros shut and is thinner.  I just keep some important paperwork folded up inside.Now that we don't go through outfits as fast, I'm trying to move to a smaller bag for normal errand running trips.  My husband doesn't want to give up this bag, even for short trips!  There is no doubt that we'll be keeping this bag accessible for any day trips, travel or overnighters!If I could change something about this bag, I would make the front pocket more useable.  I would like to be able to keep my keys and phone there and have organized pockets built in for credit cards, ID and a pen.  Also, the main compartment can seem somewhat cavernous when you're looking for a cereal bar that has migrated to the bottom.  It might be nice to have it divided, but I'm not actually positive I would prefer that - it's just a thought.I would highly reccomend this bag for new parents, parents of messies or anyone else who needs room for more than the bottle, 2 diapers, changing pad and wipes that are all some bags can hold.",5
SoftBums Echo Set with 3 new style one-size SUPER Dry Touch Pods (Coconut),"I would get the bamboo  pods rather than the stay dry.It is so easy when your  baby just pees, quick switch of the pod and you are done!We now have many different shells that are cute and fun.",5
"Thirsties Duo Wrap Snap, Ocean Blue, Size One (6-18 lbs)","pretty good design.. i'd have to say i prefer pocket diapers, because when my baby poops in these, it's on the cover AND my prefold, but am still satisfied with these.. i recommend alva baby pockets for anyone on a budget, though",3
"Bummis Bio-Soft Liner, Small",Absolutely love these liners. Have been using them with my daughter's cloth diapers for almost two years. Great product !!,5
Soft Self-Adhesive Baby Cushion Tape,Does not stick to edges. Whats the point of this tape if it does not stick. It peeled off from my furniture on the first day.Stick to the edge-guard sold at Babies R Us. Its more expensive but it works.,1
Fisher-Price Luv U Zoo Deluxe Musical Mobile Gym,"We had the jumper from this collection for my first son, and got this for my second son when I realized that he loves the mobile in his crib. I needed something for the living room where he could lounge with us while doing activities with my older son. He loves this mat, it super easy to take off and wash, there are so many things for him to look at, and it's bright and colorful. We also got the portable swing from this set as a gift and he loves it! Anything that makes a newborn happy is five stars in my book!!",5
"Regalo Easy Step Walk Thru Gate, White",easy to set up. very effective and sturdy.  The latch works great!!! Would definitely recommend this item. I use it to keep my dog in the kitchen.,4
Mud Pie Baby Little Prince Melamine Feeding Set,"They are durable, great color and playful at eating time. My nephew enjoys this very much, specially the cup with the two handles.Great gift idea.",5
BABYBJORN Potty Chair - Red,"This is the only potty chair you will ever want or need!  My two children (ages 3 and 2) loved their chairs and were potty trained in no time using the Baby Bjorn potty chairs.  I previously purchased one that played songs when they went potty, but I quickly found it was very difficult to clean and to move around the house (too many parts). I loved the fact that is was so very easy to clean - no cracks or grooves or lids to worry about!  And I loved the portability of the chair.  It is lightweight and easy to move around the house (I would use it in the children's playroom when they could not make it to the bathroom). The Baby Bjorn could easily be used in your vehicle as well. Great simple design and very comfortable for the children to use as well.  Two thumbs up!",5
"Trend Lab 2 Piece Dr. Seuss Frame Set, ABC",These were bigger than I expected but still worked in the space I had in mind. There were a few little scuff marks on both frames but not noticeable enough for me to send back.,3
"Combi Cocorro Lightweight Convertible Car Seat, Chestnut","We purchased this car seat for my (now 10 months old) son to ride rear facing in the back of my nanny's 1999 Toyota Corola with two other kids (3 year olds, forward facing, Britax and diono r100).  I love it, and if I had it to do over, I would not have bothered with a bucket seat.  It is a bit tricky to install rear facing- I needed a rolled up towel and the seat belt works a bit better in the Corola than the latch system.  But- it is super light and easy to transfer between vehicles, the fabric stays cool, it seems very comfortable- he falls asleep easily in it, it fits perfectly in a sedan such that three across is easy, and the straps are easy to work with and comfortable.  Once it was installed correctly, it seemed very solid and sturdy in the car. We went on a family trip recently and took this and the Diono, and there was so much more space in the car (Honda Civic) than there normally is with the bigger car seats.  Even though we did not carry much stuff in the extra space, it just felt more comfortable to not be all crammed in there.  My son is small- about 20 pounds at 10 months, and I can see him using this seat for a good long time.  Having these two car seats made me feel like I did not have to upgrade to a bigger car.  We may someday consider a more fuel efficient vehicle (a Prius or Insight), but with these seats, I feel like I can stay in my civic for years to come.",5
"Baby Rear Seat Car Mirror - by ScooterBugg - Rear Facing Car Seat Mirror for Rear Facing Baby - No Center Headrest Required - Extra Large Back Seat Baby Mirror - Shatterproof, Maximum View, Versatile, Adjustable, Enjoy Stress Free Driving - Accept No Substitutes! - 100% Satisfaction or Your Money Back!",I love that this mirror is so big. :) and the way it attaches to the head rest and swivles. It will deffinatly be useful once little man arrives. :),5
"[Different Colors Available] Newisland&reg; 79&quot; x 98&quot; Huge XXL Exquisite Handcraft Family Tree Wall Decor Removable Wall Decals No Self Peeling (Black, Large Left)",Love my Family tree looks amazing on my wall it was easy to apply and my son says we look rich lol cause it looks so fancy I am very happy how it looks and how quick I got it Thank U,5
